,서비스구분,서비스ID,대분류명,소분류명,서비스상태,서비스명,결제방법,장소명,서비스대상,바로가기URL,장소X좌표,장소Y좌표,서비스개시시작일시,서비스개시종료일시,접수시작일시,접수종료일시,지역명,이미지경로,전화번호,서비스이용 시작시간,서비스이용 종료시간,취소기간 기준정보,취소기간 기준일까지,종료일자,종료시간
58,자체,S241224103309189109,문화체험,교육체험,접수중,2025년 서울월드컵경기장 스타디움 투어 예약안내,유료(요금안내문의),서울월드컵경기장,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S241224103309189109,126.8972753,37.56828971,2025-01-01 0:00:00,20251231 00:00:00.0,2024-12-24 10:00:00,2025-12-31 0:00:00,마포구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17387182046658V1ZIH5TG7VGIWV3VW27MV4RB,02-2128-2090,9:00,17:00,이용일,1,20251231,0:00:00
59,자체,S250220120745877575,문화체험,산림여가,접수중,토닥토닥(토),무료,배봉산 야외무대,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250220120745877575,127.0656112,37.57871365,2025-03-15 0:00:00,20250531 00:00:00.0,2025-03-15 0:01:00,2025-05-31 0:02:00,동대문구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740021185625Z28FDC77IZ236OVOA8JKWWXZC,,10:00,15:00,이용일,1,20250531,0:00:00
60,자체,S250224104656120447,문화체험,교육체험,접수중,톡톡 광희?장충 투어(중구 도보관광 프로그램),무료,광희문,제한없음(보호자 동반 必),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250224104656120447,127.0099629,37.5644774,2025-03-21 0:00:00,20250630 00:00:00.0,2025-03-21 0:00:00,2025-06-30 0:00:00,중구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740362288410T90JYUUU6KHZLAG99QYBY0R80,02-3396-4644,10:00,16:00,이용일,5,20250630,0:00:00
61,자체,S250221153144485795,문화체험,교육체험,접수중,[대면] 2025 상반기 유아 단체 교육프로그램 '아이좋은 박물관' 모집,무료,서울역사박물관," 유아(유치원 및 어린이집 단체(6세, 7세))",https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250221153144485795,126.9703743,37.57050028,2025-04-24 0:00:00,20250620 00:00:00.0,2025-03-10 10:00:00,2025-04-11 18:00:00,종로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740119504299AXFYJPH6N69HR5EITF82SIJ6Y,02-724-0183/ 0197,10:00,11:40,접수종료일,1,20250620,0:00:00
62,자체,S250327095734047968,문화체험,전시/관람,접수중,옛 서울시장 공관의 역사와 한양도성의 의미,무료,한양도성 혜화동 전시안내센터(옛 시장공관)," 성인, 청소년, 초등학생(3학년 이상)",https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250327095734047968,127.0030117,37.58861033,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-28 0:00:00,2025-04-29 23:59:00,종로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743037106743S2N8D1645UHETTF5T8GR7KUUT,02-766-8520,10:00,16:10,이용일,1,20250430,0:00:00
63,자체,S250220144827736704,문화체험,산림여가,접수중,숲해설,무료,배봉산 야외무대,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250220144827736704,127.0656112,37.57871365,2025-03-13 0:00:00,20250531 00:00:00.0,2025-03-13 0:01:00,2025-05-31 0:02:00,동대문구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742517069692MOT2JJCBXG2524FIWDNDSXIY6,,10:00,15:00,이용일,1,20250531,0:00:00
64,자체,S250403145447033647,문화체험,산림여가,접수중,"(4월-5월, 유료, 신장 140cm이상) 관악산 모험숲 (관악산 으뜸공원 주차장 이용)",유료,관악산>관악산공원>신림계곡지구," 성인(주취자, 심신미약, 임산부 제외), 어린이(신장140cm이상), 청소년(신장140cm이상)",https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250403145447033647,126.9459418,37.46660013,2025-04-16 0:00:00,20250531 00:00:00.0,2025-04-03 15:30:00,2025-05-30 17:00:00,관악구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743659720847468RUNI7RXP8VAOYIBXZDHBS6,"02-876-7771, 02-879-6547",10:20,16:40,이용일,1,20250531,0:00:00
66,자체,S250220150813452394,문화체험,산림여가,접수중,사제동행 숲해설,무료,배봉산 야외무대,청소년,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250220150813452394,127.0656112,37.57871365,2025-03-13 0:00:00,20250531 00:00:00.0,2025-03-13 0:01:00,2025-05-31 0:02:00,동대문구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740032783289PNR214BDOS2Y9SVQQYCM1EJJE,,10:00,15:00,이용일,1,20250531,0:00:00
67,자체,S250220153934073037,문화체험,산림여가,접수중,정원처방,무료,배봉산 야외무대,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250220153934073037,127.0656112,37.57871365,2025-03-13 0:00:00,20250531 00:00:00.0,2025-03-13 0:01:00,2025-05-31 0:02:00,동대문구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=174003512071682IOMD33L6J4DVHMU3MRU910D,,8:00,12:00,이용기간시작일,2,20250531,0:00:00
68,자체,S250312123048601499,문화체험,산림여가,접수중,숲해설(유아대상),무료,배봉산 야외무대,유아,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250312123048601499,127.0656112,37.57871365,2025-03-13 0:00:00,20250531 00:00:00.0,2025-03-13 0:01:00,2025-05-31 0:02:00,동대문구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1741750459788S11WSX8W58B3AEJMI29B3HW5G,,10:00,12:00,이용일,1,20250531,0:00:00
69,자체,S250224094824611351,문화체험,교육체험,접수중,한양도성 남산구간(중구 도보관광 프로그램),무료,광희문,제한없음(보호자 동반 必),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250224094824611351,127.0099629,37.5644774,2025-03-21 0:00:00,20250630 00:00:00.0,2025-03-21 0:00:00,2025-06-30 0:00:00,중구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=174035835938343UMOBHOV3DQ36LTKLN5SWQKE,02-3396-4644,10:00,18:00,이용일,5,20250630,0:00:00
72,자체,S250322141913342892,문화체험,교육체험,예약마감,"[서서울 호수공원] 서서울 호수 어린이 생태탐험(토/가족, 4월 공원에서 만나는 봄꽃과 곤충 )",무료,서서울호수공원 관리사무소,가족(7세이상 유아를 동반한 가족),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250322141913342892,126.8300863,37.52743297,2025-03-22 0:00:00,20250426 00:00:00.0,2025-03-25 10:00:00,2025-04-25 17:00:00,양천구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742621291768YQV16HQ1C4G1CDT64CZCF5DPB,02-300-5588,10:00,12:00,이용일,1,20250426,0:00:00
73,자체,S250322162900661484,문화체험,교육체험,접수중,"[서서울 호수공원] 서서울 호수 식물 곁들인 호수 한 바퀴(목/성인,4월 꽃들의 세상, 봄 숲의 향기)",무료,서서울호수공원 관리사무소,성인,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250322162900661484,126.8300863,37.52743297,2025-03-22 0:00:00,20250424 00:00:00.0,2025-03-25 10:00:00,2025-04-23 17:00:00,양천구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17426292737672ZG4DX3VWEXOR4ANQY8CCXMVK,02-300-5588,10:30,12:00,이용일,1,20250424,0:00:00
75,자체,S250203103029489433,문화체험,교육체험,접수종료,[온라인 교육&현장 교육] 2025 '다정한 박물관 - 서울 속 세계' 모집,무료,서울역사박물관,초등학생(초등학교 3~5학년 학급 단체),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250203103029489433,126.9703743,37.57050028,2025-04-15 0:00:00,20251128 00:00:00.0,2025-02-04 10:00:00,2025-02-28 18:00:00,종로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17385464824237KMNA6GXA4MR6KV79Q8SXH3HI,"02-724-0183, 196",9:40,12:00,접수종료일,1,20251128,0:00:00
76,자체,S250218133140776521,문화체험,교육체험,접수종료,2025년 <느낌 있는 박물관> 교육생 모집 안내,무료,서울역사박물관,장애인(중고등학교 특수학급 단체),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250218133140776521,126.9703743,37.57050028,2025-04-02 0:00:00,20251203 00:00:00.0,2025-02-19 10:00:00,2025-03-14 17:00:00,종로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1739853100658MIRBIQ2P71D8CO0AIBIW99TX9,"02-724-0199, 0196",10:00,16:00,접수종료일,1,20251203,0:00:00
77,자체,S250305144629829738,문화체험,산림여가,접수중,[금천구] 호암산 치유의 숲길-성인 대상 산림치유 프로그램(월/화/금/일),무료,호암산 치유의 숲>호암산 치유의 숲,성인,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250305144629829738,126.9216372,37.45310959,2025-03-17 0:00:00,20251130 00:00:00.0,2025-03-05 0:00:00,2025-11-28 0:00:00,금천구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1741153653636YGH8N9KAZKX23YVH68CYRQ29T,02-2627-1667,10:00,16:00,이용일,2,20251130,0:00:00
78,자체,S250305145729352014,문화체험,산림여가,접수중,[금천구] 호암산 치유의 숲길-가족 대상 산림치유 프로그램(토),무료,호암산 치유의 숲>호암산 치유의 숲,가족(중고등학생 이상 가족단위),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250305145729352014,126.9216372,37.45310959,2025-03-17 0:00:00,20251130 00:00:00.0,2025-03-05 0:00:00,2025-11-28 0:00:00,금천구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1741154404415DEM82VB6ZBBI5UZMHEIHUZI9G,02-2627-1667,13:00,18:00,이용일,2,20251130,0:00:00
79,자체,S250326150520757610,문화체험,산림여가,예약마감,가족-신비한 치유곤충의 사계-봄(4월)(우장힐링체험센터),무료,강서구 우장산 치유의 숲 (힐링센터),가족(우장근린공원 힐링체험센터),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250326150520757610,126.8436119,37.55252285,2025-03-26 0:00:00,20250427 00:00:00.0,2025-03-26 10:00:00,2025-04-26 17:00:00,강서구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742969644461DN6FYGIJN5YYH2Z52OUU5IEOE,02-2605-0959,10:00,12:00,이용기간시작일,2,20250427,0:00:00
80,자체,S250326153535939521,문화체험,산림여가,접수종료,4월 되살林 밸런스워킹 (우장근린공원 힐링체험센터 ),무료,강서구 우장산 치유의 숲 (힐링센터)," 성인, 여성, 제한없음",https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250326153535939521,126.8436119,37.55252285,2025-04-07 0:00:00,20250428 00:00:00.0,2025-03-26 14:00:00,2025-04-06 17:00:00,강서구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742971485518COEIMO0UF9D0W3WLF25SQVP68,02-2605-0959,10:00,12:00,이용일,2,20250428,0:00:00
81,자체,S250326155643190249,문화체험,산림여가,접수종료,4월 열林 프롭테라피 (우장근린공원 힐링체험센터),무료,강서구 우장산 치유의 숲 (힐링센터)," 성인, 제한없음",https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250326155643190249,126.8436119,37.55252285,2025-04-09 0:00:00,20250423 00:00:00.0,2025-03-26 16:30:00,2025-04-08 17:00:00,강서구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742972844619968RKNESY4VR69MZCRIHX3ANW,02-2605-0959,10:00,16:00,이용일,2,20250423,0:00:00
82,자체,S250327072642183717,문화체험,산림여가,예약마감,정원처방-4월(우장근린공원 힐링체험센터),무료,강서구 우장산 치유의 숲 (힐링센터),제한없음(우장근린공원 힐링체험센터),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250327072642183717,126.8436119,37.55252285,2025-04-05 0:00:00,20250430 00:00:00.0,2025-03-27 7:00:00,2025-04-26 17:00:00,강서구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743028332734TTBUN9R1EN11WZUTITUV5XEMF,02-2605-0959,10:00,16:00,이용기간시작일,3,20250430,0:00:00
83,자체,S250328083049181185,문화체험,산림여가,접수중,4월 우장근린공원 힐링체험센터 - 산림치유 프로그램,무료,강서구 우장산 치유의 숲 (힐링센터),성인(산림치유),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250328083049181185,126.8436119,37.55252285,2025-04-05 0:00:00,20250430 00:00:00.0,2025-03-28 8:00:00,2025-04-28 17:00:00,강서구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743118460116E5CIJV1E6FWHSBS0AS9D5ZBNL,02-2605-0959,10:00,16:00,이용일,1,20250430,0:00:00
84,자체,S250320145906580674,문화체험,교육체험,접수중,"[경의선숲길] 숲길 따라 교과 산책 (평일 초등, 4월, 생명의 한 살이)",무료,경의선 숲길사랑방,어린이(8~11세),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250320145906580674,126.9674708,37.53682742,2025-04-03 0:00:00,20250417 00:00:00.0,2025-03-25 10:00:00,2025-04-16 17:00:00,용산구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742804230737BZBXPL7IWZP248O2TS3YDYFUE,,15:00,16:30,이용일,1,20250417,0:00:00
85,자체,S250327104127550285,문화체험,공원탐방,접수중,(중랑구) 숲해설 정기반 수시반 모집,무료,망우산 어린이 모험놀이터,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250327104127550285,127.1047822,37.59552673,2025-04-01 0:00:00,20251130 00:00:00.0,2025-03-27 0:01:00,2025-10-31 0:02:00,중랑구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17430398493202DCHZSRQJACTMRVLQJLZQ64LM,,0:00,0:00,이용일,1,20251130,0:00:00
86,자체,S250404131303925915,문화체험,교육체험,접수중,[중등단체] 상반기 서울약령시한의약박물관 청소년 진로체험 <한방뷰티클럽> 모집,유료(요금안내문의),동대문구청 서울한방진흥센터,청소년(중고등단체),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250404131303925915,127.0375862,37.58059996,2025-04-04 0:00:00,20250630 00:00:00.0,2025-04-04 12:00:00,2025-06-20 12:00:00,동대문구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743740236094YE6ELXOTWE112PCOKMOYOHP0M,,10:00,12:00,접수종료일,7,20250630,0:00:00
87,자체,S250404172105585010,문화체험,교육체험,접수중,[유아단체] 상반기 서울약령시한의약박물관 <내 친구 약초> 모집,유료(요금안내문의),서울한방진흥센터,유아(유아단체 ),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250404172105585010,127.0375862,37.58059996,2025-04-04 0:00:00,20250731 00:00:00.0,2025-04-04 17:00:00,2025-07-28 12:00:00,동대문구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17437552078284AFO99UANY3A3QS85OXWJNDI3,,10:00,12:00,이용일,3,20250731,0:00:00
88,자체,S250318170413047484,문화체험,교육체험,접수종료,[은평역사한옥박물관] 유아 단체 교육 '한옥에 살아요',유료(요금안내문의),은평역사한옥박물관,유아,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250318170413047484,126.9380102,37.64033246,2025-04-09 0:00:00,20250730 00:00:00.0,2025-03-19 9:00:00,2025-04-01 0:00:00,은평구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742285052417WSA8RNBSM8SCOKPJKKGOZ9M6T,02-351-8542,10:00,12:00,이용일,7,20250730,0:00:00
89,자체,S250322085047021010,문화체험,교육체험,접수중,[은평역사한옥박물관] 초등 학급 대상 '지혜가 담긴 한옥',유료(요금안내문의),은평역사한옥박물관,어린이,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250322085047021010,126.9380102,37.64033246,2025-06-12 0:00:00,20251211 00:00:00.0,2025-03-25 10:00:00,2025-11-21 17:00:00,은평구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742601046537SHNW979393HN5R0O39UNSHM6A,02-351-8542,0:00,0:00,이용일,7,20251211,0:00:00
90,자체,S250224135015300429,문화체험,교육체험,접수중,명동 역사문화 투어(중구 도보관광 프로그램),무료,명동문화공원,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250224135015300429,126.9869099,37.56467203,2025-03-21 0:00:00,20250630 00:00:00.0,2025-03-21 0:00:00,2025-06-30 0:00:00,중구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740372873315T2LY2KYPLUMEM9NJM81KP8JN2,02-3396-4644,10:00,16:00,이용일,5,20250630,0:00:00
91,자체,S250212091109771850,문화체험,문화행사,접수중,(일) 2025 3~4월 서울한양도성 스탬프투어 무료해설 정기프로그램,무료,"창의문, 혜화문, 광희문, 숭례문 (회차별 상이)",제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250212091109771850,126.9664976,37.59260602,2025-03-02 0:00:00,20250427 00:00:00.0,2025-02-18 0:01:00,2025-04-24 23:50:00,종로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1739319360883XVRB4LIRI9V4JYLCMOMWVBV3G,02-2148-1865,10:00,14:00,이용일,3,20250427,0:00:00
92,자체,S240318140251534939,문화체험,산림여가,접수중,[강동구]일자산 치유의 숲길- 산림치유 프로그램(화~토),무료,일자산 치유의 숲길," 가족, 성인, 어르신, 여성",https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S240318140251534939,127.1507337,37.5320505,2025-03-31 0:00:00,20250531 00:00:00.0,2025-03-24 0:00:00,2025-11-30 0:00:00,강동구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17109375169570HKSW6E0N68EAZ4M6580FCXJE,02-3425-6452,10:00,16:00,이용일,2,20250531,0:00:00
93,자체,S250320172359909486,문화체험,산림여가,접수중,매봉산 유아숲체험원으로 즐거운 숲나들이 가요!,무료,매봉산 유아숲체험원,어린이,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250320172359909486,127.0100302,37.5398555,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-24 0:01:00,2025-04-30 0:02:00,성동구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742459283611PTPGCQPBTG1ZVYIF5H8MHUHCG,,10:00,16:00,이용일,1,20250430,0:00:00
94,자체,S250213161034477290,문화체험,교육체험,접수중,[서울식물원/숲문화학교/토요일/가족/4월] Go Green 토요일,유료,서울식물원>숲문화학교,가족(7세이상 자녀를 동반한 가족),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250213161034477290,126.8328268,37.56523915,2025-04-01 0:00:00,20250426 00:00:00.0,2025-03-20 9:00:00,2025-04-24 17:00:00,강서구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1739430744648RRNFSVA1SS3U6CH17T9TDMKGV,02-2104-9797,0:00,0:00,이용일,1,20250426,0:00:00
