,服务分类,服务ID,大分类名称,小分类名称,服务状态,服务名称,支付方式,场所名称,服务对象,快捷链接URL,场所X坐标,场所Y坐标,服务开始起始日期时间,服务开始结束日期时间,接收开始日期时间,接收结束日期时间,区域名称,图片路径,电话号码,服务使用开始时间,服务使用结束时间,取消期限基准信息,取消期限截止日期,结束日期,结束时间
58,本身,S241224103309189109,文化体验,教育体验,正在接收,2025年首尔世界杯体育场体育场之旅预约通知,收费（咨询费用）,首尔世界杯体育场,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S241224103309189109,126.8972753,37.56828971,2025-01-01 0:00:00,20251231 00:00:00.0,2024-12-24 10:00:00,2025-12-31 0:00:00,麻浦区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17387182046658V1ZIH5TG7VGIWV3VW27MV4RB,02-2128-2090,9:00,17:00,李龙日,1,20251231,0:00:00
59,本身,S250220120745877575,文化体验,山林休闲,正在接收,拍拍拍拍（周六）,免费,배봉山 야외무대（请提供明确的中文翻译）,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250220120745877575,127.0656112,37.57871365,2025-03-15 0:00:00,20250531 00:00:00.0,2025-03-15 0:01:00,2025-05-31 0:02:00,东大门区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740021185625Z28FDC77IZ236OVOA8JKWWXZC,,10:00,15:00,李龙日,1,20250531,0:00:00
60,本身,S250224104656120447,文化体验,教育体验,正在接收,[面对面] 2025年上半年幼儿团体教育项目《适合儿童的博物馆》招募,免费,光熙门,无限制（需家长陪同）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250224104656120447,127.0099629,37.5644774,2025-03-21 0:00:00,20250630 00:00:00.0,2025-03-21 0:00:00,2025-06-30 0:00:00,众口,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740362288410T90JYUUU6KHZLAG99QYBY0R80,02-3396-4644,10:00,16:00,李龙日,5,20250630,0:00:00
61,本身,S250221153144485795,文化体验,教育体验,正在接收,古首尔市长官邸的历史和汉阳都城的意义,免费,首尔历史博物馆,幼儿（幼儿园及托儿所团体（6岁，7岁））,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250221153144485795,126.9703743,37.57050028,2025-04-24 0:00:00,20250620 00:00:00.0,2025-03-10 10:00:00,2025-04-11 18:00:00,钟路区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740119504299AXFYJPH6N69HR5EITF82SIJ6Y,02-724-0183/ 0197,10:00,11:40,受理终止日,1,20250620,0:00:00
62,本身,S250327095734047968,文化体验,展览/参观,正在接收,森林解说,免费,汉阳都城惠化洞展览指南中心（旧市场公馆）,成人、青少年、小学生（3年级及以上）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250327095734047968,127.0030117,37.58861033,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-28 0:00:00,2025-04-29 23:59:00,钟路区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743037106743S2N8D1645UHETTF5T8GR7KUUT,02-766-8520,10:00,16:10,李龙日,1,20250430,0:00:00
63,本身,S250220144827736704,文化体验,山林休闲,正在接收,（4月-5月，收费，身高140cm以上）冠岳山冒险森林（冠岳山优胜公园停车场使用）,免费,배봉山 야외무대（请提供明确的中文翻译）,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250220144827736704,127.0656112,37.57871365,2025-03-13 0:00:00,20250531 00:00:00.0,2025-03-13 0:01:00,2025-05-31 0:02:00,东大门区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742517069692MOT2JJCBXG2524FIWDNDSXIY6,,10:00,15:00,李龙日,1,20250531,0:00:00
64,本身,S250403145447033647,文化体验,山林休闲,正在接收,师生同行森林解说,有偿,观乐山>观乐山公园>新林溪谷地区,成人（除酒醉、精神不济、孕妇外）、儿童（身高140cm以上）、青少年（身高140cm以上）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250403145447033647,126.9459418,37.46660013,2025-04-16 0:00:00,20250531 00:00:00.0,2025-04-03 15:30:00,2025-05-30 17:00:00,冠岳区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743659720847468RUNI7RXP8VAOYIBXZDHBS6,"02-876-7771, 02-879-6547",10:20,16:40,李龙日,1,20250531,0:00:00
66,本身,S250220150813452394,文化体验,山林休闲,正在接收,园艺处方,免费,배봉山 야외무대（请提供明确的中文翻译）,青少年,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250220150813452394,127.0656112,37.57871365,2025-03-13 0:00:00,20250531 00:00:00.0,2025-03-13 0:01:00,2025-05-31 0:02:00,东大门区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740032783289PNR214BDOS2Y9SVQQYCM1EJJE,,10:00,15:00,李龙日,1,20250531,0:00:00
67,本身,S250220153934073037,文化体验,山林休闲,正在接收,森林解说（幼儿对象）,免费,배봉山 야외무대（请提供明确的中文翻译）,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250220153934073037,127.0656112,37.57871365,2025-03-13 0:00:00,20250531 00:00:00.0,2025-03-13 0:01:00,2025-05-31 0:02:00,东大门区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=174003512071682IOMD33L6J4DVHMU3MRU910D,,8:00,12:00,使用期间起始日,2,20250531,0:00:00
68,本身,S250312123048601499,文化体验,山林休闲,正在接收,汉阳都城南山段（中区步行旅游项目）,免费,배봉山 야외무대（请提供明确的中文翻译）,幼儿,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250312123048601499,127.0656112,37.57871365,2025-03-13 0:00:00,20250531 00:00:00.0,2025-03-13 0:01:00,2025-05-31 0:02:00,东大门区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1741750459788S11WSX8W58B3AEJMI29B3HW5G,,10:00,12:00,李龙日,1,20250531,0:00:00
69,本身,S250224094824611351,文化体验,教育体验,正在接收,[西首,免费,光熙门,无限制（需家长陪同）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250224094824611351,127.0099629,37.5644774,2025-03-21 0:00:00,20250630 00:00:00.0,2025-03-21 0:00:00,2025-06-30 0:00:00,众口,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=174035835938343UMOBHOV3DQ36LTKLN5SWQKE,02-3396-4644,10:00,18:00,李龙日,5,20250630,0:00:00
72,本身,S250322141913342892,文化体验,教育体验,预约截止,[西首尔湖公园] 西首尔湖儿童生态探索（周六/家庭，4月公园里的春花和昆虫）,免费,西首尔湖公园管理事务所,家庭（7岁以上幼儿陪伴家庭）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250322141913342892,126.8300863,37.52743297,2025-03-22 0:00:00,20250426 00:00:00.0,2025-03-25 10:00:00,2025-04-25 17:00:00,阳川区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742621291768YQV16HQ1C4G1CDT64CZCF5DPB,02-300-5588,10:00,12:00,李龙日,1,20250426,0:00:00
73,本身,S250322162900661484,文化体验,教育体验,正在接收,[西首尔湖公园] 与植物同行的湖区一圈（周四/成人，4月花的世界，春天森林的香气）,免费,西首尔湖公园管理事务所,成人,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250322162900661484,126.8300863,37.52743297,2025-03-22 0:00:00,20250424 00:00:00.0,2025-03-25 10:00:00,2025-04-23 17:00:00,阳川区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17426292737672ZG4DX3VWEXOR4ANQY8CCXMVK,02-300-5588,10:30,12:00,李龙日,1,20250424,0:00:00
75,本身,S250203103029489433,文化体验,教育体验,终止接收,[在线教育&现场教育] 2025‘温暖博物馆 - 走进首尔的世界’招募,免费,首尔历史博物馆,小学生（小学3~5年级班级团体）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250203103029489433,126.9703743,37.57050028,2025-04-15 0:00:00,20251128 00:00:00.0,2025-02-04 10:00:00,2025-02-28 18:00:00,钟路区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17385464824237KMNA6GXA4MR6KV79Q8SXH3HI,"02-724-0183, 196",9:40,12:00,受理终止日,1,20251128,0:00:00
76,本身,S250218133140776521,文化体验,教育体验,终止接收,2025年 <有感觉的博物馆> 招生通知,免费,首尔历史博物馆,残疾人（中高中特殊班级团体）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250218133140776521,126.9703743,37.57050028,2025-04-02 0:00:00,20251203 00:00:00.0,2025-02-19 10:00:00,2025-03-14 17:00:00,钟路区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1739853100658MIRBIQ2P71D8CO0AIBIW99TX9,"02-724-0199, 0196",10:00,16:00,受理终止日,1,20251203,0:00:00
77,本身,S250305144629829738,文化体验,山林休闲,正在接收,[衿川区] 湖岩山治愈森林步道-成人森林疗愈程序（周一/周二/周五/周日）,免费,湖岩山治愈之森>湖岩山治愈之森,成人,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250305144629829738,126.9216372,37.45310959,2025-03-17 0:00:00,20251130 00:00:00.0,2025-03-05 0:00:00,2025-11-28 0:00:00,衿川区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1741153653636YGH8N9KAZKX23YVH68CYRQ29T,02-2627-1667,10:00,16:00,李龙日,2,20251130,0:00:00
78,本身,S250305145729352014,文化体验,山林休闲,正在接收,[衿川区] 湖岩山治愈森林步道-家庭森林疗愈程序（周六）,免费,湖岩山治愈之森>湖岩山治愈之森,家庭（中高年级以上家庭）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250305145729352014,126.9216372,37.45310959,2025-03-17 0:00:00,20251130 00:00:00.0,2025-03-05 0:00:00,2025-11-28 0:00:00,衿川区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1741154404415DEM82VB6ZBBI5UZMHEIHUZI9G,02-2627-1667,13:00,18:00,李龙日,2,20251130,0:00:00
79,本身,S250326150520757610,文化体验,山林休闲,预约截止,家庭-神秘的疗愈昆虫四季-春（4月）（乌掌疗愈体验中心）,免费,江西区雨庄山治愈之森（疗愈中心）,家庭（乌章邻里公园疗愈体验中心）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250326150520757610,126.8436119,37.55252285,2025-03-26 0:00:00,20250427 00:00:00.0,2025-03-26 10:00:00,2025-04-26 17:00:00,江西区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742969644461DN6FYGIJN5YYH2Z52OUU5IEOE,02-2605-0959,10:00,12:00,使用期间起始日,2,20250427,0:00:00
80,本身,S250326153535939521,文化体验,山林休闲,终止接收,4月复生林平衡步行（乌掌邻近公园疗愈体验中心）,免费,江西区雨庄山治愈之森（疗愈中心）,成人、女性、无任何限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250326153535939521,126.8436119,37.55252285,2025-04-07 0:00:00,20250428 00:00:00.0,2025-03-26 14:00:00,2025-04-06 17:00:00,江西区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742971485518COEIMO0UF9D0W3WLF25SQVP68,02-2605-0959,10:00,12:00,李龙日,2,20250428,0:00:00
81,本身,S250326155643190249,文化体验,山林休闲,终止接收,4月热林植物疗法（乌掌邻近公园疗愈体验中心）,免费,江西区雨庄山治愈之森（疗愈中心）,成人、无任何限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250326155643190249,126.8436119,37.55252285,2025-04-09 0:00:00,20250423 00:00:00.0,2025-03-26 16:30:00,2025-04-08 17:00:00,江西区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742972844619968RKNESY4VR69MZCRIHX3ANW,02-2605-0959,10:00,16:00,李龙日,2,20250423,0:00:00
82,本身,S250327072642183717,文化体验,山林休闲,预约截止,4月园艺处方（乌掌邻近公园疗愈体验中心）,免费,江西区雨庄山治愈之森（疗愈中心）,无限制（乌章邻里公园疗愈体验中心）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250327072642183717,126.8436119,37.55252285,2025-04-05 0:00:00,20250430 00:00:00.0,2025-03-27 7:00:00,2025-04-26 17:00:00,江西区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743028332734TTBUN9R1EN11WZUTITUV5XEMF,02-2605-0959,10:00,16:00,使用期间起始日,3,20250430,0:00:00
83,本身,S250328083049181185,文化体验,山林休闲,正在接收,[京义线森林길] 森林小径上课（平日小学生，4月，生命的一年）,免费,江西区雨庄山治愈之森（疗愈中心）,成人（森林疗愈）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250328083049181185,126.8436119,37.55252285,2025-04-05 0:00:00,20250430 00:00:00.0,2025-03-28 8:00:00,2025-04-28 17:00:00,江西区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743118460116E5CIJV1E6FWHSBS0AS9D5ZBNL,02-2605-0959,10:00,16:00,李龙日,1,20250430,0:00:00
84,本身,S250320145906580674,文化体验,教育体验,正在接收,[中浪区] 森林解说定期班随时报名,免费,京义线森林小屋,儿童（8~11岁）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250320145906580674,126.9674708,37.53682742,2025-04-03 0:00:00,20250417 00:00:00.0,2025-03-25 10:00:00,2025-04-16 17:00:00,龙山区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742804230737BZBXPL7IWZP248O2TS3YDYFUE,,15:00,16:30,李龙日,1,20250417,0:00:00
85,本身,S250327104127550285,文化体验,公园探访,正在接收,[中学团体] 2025上半年首尔药令市场韩医博物馆青少年职业体验<韩方美容俱乐部>招募,免费,芒嵩山儿童冒险游乐场,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250327104127550285,127.1047822,37.59552673,2025-04-01 0:00:00,20251130 00:00:00.0,2025-03-27 0:01:00,2025-10-31 0:02:00,中浪区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17430398493202DCHZSRQJACTMRVLQJLZQ64LM,,0:00,0:00,李龙日,1,20251130,0:00:00
86,本身,S250404131303925915,文化体验,教育体验,正在接收,[幼儿团体] 2025上半年首尔药令市场韩医博物馆<我的朋友草药>招募,收费（咨询费用）,东大门区政府首尔韩方振兴中心,青少年（中高年级团体）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250404131303925915,127.0375862,37.58059996,2025-04-04 0:00:00,20250630 00:00:00.0,2025-04-04 12:00:00,2025-06-20 12:00:00,东大门区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743740236094YE6ELXOTWE112PCOKMOYOHP0M,,10:00,12:00,受理终止日,7,20250630,0:00:00
87,本身,S250404172105585010,文化体验,教育体验,正在接收,[恩平历史韩屋博物馆] 幼儿团体教育“住在韩屋”,收费（咨询费用）,首尔韩方振兴中心,幼儿（幼儿团体）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250404172105585010,127.0375862,37.58059996,2025-04-04 0:00:00,20250731 00:00:00.0,2025-04-04 17:00:00,2025-07-28 12:00:00,东大门区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17437552078284AFO99UANY3A3QS85OXWJNDI3,,10:00,12:00,李龙日,3,20250731,0:00:00
88,本身,S250318170413047484,文化体验,教育体验,终止接收,[恩平历史韩屋博物馆] 小学生团体教育“智慧藏在韩屋里”,收费（咨询费用）,恩平历史韩屋博物馆,幼儿,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250318170413047484,126.9380102,37.64033246,2025-04-09 0:00:00,20250730 00:00:00.0,2025-03-19 9:00:00,2025-04-01 0:00:00,恩平区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742285052417WSA8RNBSM8SCOKPJKKGOZ9M6T,02-351-8542,10:00,12:00,李龙日,7,20250730,0:00:00
89,本身,S250322085047021010,文化体验,教育体验,正在接收,明洞历史文化之旅（中区步行旅游项目）,收费（咨询费用）,恩平历史韩屋博物馆,儿童,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250322085047021010,126.9380102,37.64033246,2025-06-12 0:00:00,20251211 00:00:00.0,2025-03-25 10:00:00,2025-11-21 17:00:00,恩平区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742601046537SHNW979393HN5R0O39UNSHM6A,02-351-8542,0:00,0:00,李龙日,7,20251211,0:00:00
90,本身,S250224135015300429,文化体验,教育体验,正在接收,[周日] 2025年3~4月首尔汉阳都城印章之旅免费讲解定期项目,免费,明洞文化公园,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250224135015300429,126.9869099,37.56467203,2025-03-21 0:00:00,20250630 00:00:00.0,2025-03-21 0:00:00,2025-06-30 0:00:00,众口,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740372873315T2LY2KYPLUMEM9NJM81KP8JN2,02-3396-4644,10:00,16:00,李龙日,5,20250630,0:00:00
91,本身,S250212091109771850,文化体验,文化活动,正在接收,[强东区] 日字山治愈森林步道-森林疗愈程序（周二至周六）,免费,创意门、惠化门、光熙门、崇礼门（每轮时间不同）,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250212091109771850,126.9664976,37.59260602,2025-03-02 0:00:00,20250427 00:00:00.0,2025-02-18 0:01:00,2025-04-24 23:50:00,钟路区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1739319360883XVRB4LIRI9V4JYLCMOMWVBV3G,02-2148-1865,10:00,14:00,李龙日,3,20250427,0:00:00
92,本身,S240318140251534939,文化体验,山林休闲,正在接收,梅峰山幼儿森林体验场快乐森林之旅！,免费,一字山治愈森林小道,家庭、成人、老年人、女性,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S240318140251534939,127.1507337,37.5320505,2025-03-31 0:00:00,20250531 00:00:00.0,2025-03-24 0:00:00,2025-11-30 0:00:00,江东区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17109375169570HKSW6E0N68EAZ4M6580FCXJE,02-3425-6452,10:00,16:00,李龙日,2,20250531,0:00:00
93,本身,S250320172359909486,文化体验,山林休闲,正在接收,[首尔植物园/森林文化学校/周六/家庭/4月] Go Green 周六,免费,梅峰山幼儿森林体验馆,儿童,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250320172359909486,127.0100302,37.5398555,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-24 0:01:00,2025-04-30 0:02:00,城东区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742459283611PTPGCQPBTG1ZVYIF5H8MHUHCG,,10:00,16:00,李龙日,1,20250430,0:00:00
94,本身,S250213161034477290,文化体验,教育体验,正在接收,[正东一环]（中区步行旅游项目）,有偿,首尔植物园>森林文化学校,家庭（7岁以上子女陪伴家庭）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250213161034477290,126.8328268,37.56523915,2025-04-01 0:00:00,20250426 00:00:00.0,2025-03-20 9:00:00,2025-04-24 17:00:00,江西区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1739430744648RRNFSVA1SS3U6CH17T9TDMKGV,02-2104-9797,0:00,0:00,李龙日,1,20250426,0:00:00
