"키","명칭","행정 시","행정 구","행정 동","전화번호","홈페이지주소","HTML사용여부","X 좌표","Y 좌표"
"BE_IW10-0245","Poli Media Theater","Seoul","Jongno-gu","Ihwa-dong","02-3675-2754","","Y ","127.0035361000","37.5822908000"
"BE_IW10-0246","TinTin Hall","Seoul","Jongno-gu","Ihwa-dong","02-745-5570","http://www.tintinhall.co.kr","Y ","127.0035347000","37.5825002000"
"BE_IW10-0247","Chungwoon Art Theater","Seoul","Jongno-gu","Ihwa-dong","02-764-7606","http://club.cyworld.com/club/main/club_main.asp?club_id=52632090","Y ","127.0025796000","37.5765253000"
"BE_IW10-0248","Chunga Theater","Seoul","Jongno-gu","Hyehwa-dong","02-741-1837","http://blog.daum.net/cheongatheater","Y ","127.0026068000","37.5839943000"
"BE_IW10-0249","Champ Theater","Seoul","Jongno-gu","Ihwa-dong","02-742-0333","","Y ","127.0052890000","37.5803585000"
"BE_IW10-0250","Changjo Concert Hall 1,2","Seoul","Jongno-gu","Hyehwa-dong","02-747-7001","http://www.changjo1.co.kr","Y ","127.0019925000","37.5839674000"
"BE_IW10-0251","Museum of Korea Straw and Plants Handicraft","Seoul","Jongno-gu","Hyehwa-dong","02-743-8787~8","http://www.zipul.co.kr","Y ","126.9998511000","37.5849195000"
"BE_IW10-0252","Ziller Hall","Seoul","Jongno-gu","Ihwa-dong","02-741-9700","http://www.zillerzone.com","Y ","127.0035347000","37.5825002000"
"BE_IW10-0253","Joungbo Theater","Seoul","Jongno-gu","Ihwa-dong","02-3673-0554~5","","Y ","127.0037217000","37.5824981000"
"BE_IW10-0254","Open Theather","Seoul","Jongno-gu","Hyehwa-dong","02-743-6474","","Y ","127.0003131000","37.5836998000"
"BE_IW10-0255","Yeonwoo Theater","Seoul","Jongno-gu","Hyehwa-dong","02-744-7090, 5701","","Y ","127.0017452000","37.5869953000"
"BE_IW10-0256","Play Laboratory Hyehwa-dong 1st Number","Seoul","Jongno-gu","Hyehwa-dong","02-762-0810","","Y ","127.0013447000","37.5863933000"
"BE_IW10-0257","Pine Theater","Seoul","Jongno-gu","Samcheong-dong","02-744-1891","","Y ","126.9992015000","37.5824690000"
"BE_IW10-0258","Amusing Theater","Seoul","Jongno-gu","Ihwa-dong","02-744-4817","","Y ","127.0041525000","37.5807781000"
"BE_IW10-0259","Theater Egg & Nucleus","Seoul","Jongno-gu","Ihwa-dong","02-745-8833","","Y ","127.0036860000","37.5799382000"
"BE_IW10-0260","Artistan Hall","Seoul","Jongno-gu","Sajik-dong","02-786-3134","http://www.artistan.co.kr","Y ","127.2733626000","37.0152241000"
"BE_IW10-0261","Art Hall Starcity","Seoul","Jongno-gu","Hyehwa-dong","02-747-9139","","Y ","127.0005725000","37.5821171000"
"BE_IW10-0262","Shinyon Art Hall","Seoul","Jongno-gu","Ihwa-dong","02-3676-0282","http://www.shinyon.co.kr","Y ","127.0024445000","37.5832665000"
"BE_IW10-0263","Studio 76","Seoul","Jongno-gu","Hyehwa-dong","02-764-3076","","Y ","127.0019523000","37.5836053000"
"BE_IW10-0264","Lock Museum","Seoul","Jongno-gu","Ihwa-dong","02-766-6494","http://www.lockmuseum.org","Y ","127.0046646000","37.5798116000"
"BE_IW10-0265","Theater Picasso","Seoul","Jongno-gu","Hyehwa-dong","02-3672-7971","","Y ","127.0006524000","37.5827031000"
"BE_IW10-0266","Theather Festival","Seoul","Jongno-gu","Hyehwa-dong","02-741-3934","http://www.galaplanner.co.kr","Y ","127.0008522000","37.5818529000"
"BE_IW10-0267","Haeorm Theater","Seoul","Jongno-gu","Hyehwa-dong","070-7566-5469","http://theatre.ohpy.com/","Y ","127.0000379000","37.5845573000"
"BE_IW10-0268","Modli Theater","Seoul","Jongno-gu","Hyehwa-dong","02-741-6487","","Y ","127.0004884000","37.5866414000"
"BE_IW10-0269","Marronnier Theater","Seoul","Jongno-gu","Ihwa-dong","02-744-0686","","Y ","127.0045840000","37.5805932000"
"BE_IW10-0270","Madang Sesil Theater","Seoul","Jongno-gu","Ihwa-dong","02-747-5773","","Y ","127.0046429000","37.5787032000"
"BE_IW10-0271","Lemeilleur Theater","Seoul","Jongno-gu","Ihwa-dong","02-747-2232","","Y ","127.0041525000","37.5807781000"
"BE_IW10-0272","Lunatic Theater","Seoul","Jongno-gu","Ihwa-dong","02-3674-1010","","Y ","127.0042638000","37.5801187000"
"BE_IW10-0273","Robot Museum","Seoul","Jongno-gu","Ihwa-dong","02-741-8861","http://www.robotmuseum.co.kr","Y ","127.0035867000","37.5829770000"
"BE_IW10-0274","Life Theater","Seoul","Jongno-gu","Hyehwa-dong","02-742-3577","","Y ","127.0009807000","37.5838873000"
"BE_IW10-0275","Doore Hall 4","Seoul","Jongno-gu","Ihwa-dong","02-741-5978","","Y ","127.0028377000","37.5827800000"
"BE_IW10-0276","Doore Hall 3","Seoul","Jongno-gu","Ihwa-dong","02-741-5970","","Y ","127.0032731000","37.5824989000"
"BE_IW10-0277","Doore Hall 2","Seoul","Jongno-gu","Ihwa-dong","02-741-5978","http://www.cyworld.com/doore2","Y ","127.0037180000","37.5818876000"
"BE_IW10-0278","Imagine Share Theater","Seoul","Jongno-gu","Ihwa-dong","02-521-6284","http://www.nonostory.co.kr","Y ","127.0046646000","37.5798116000"
"BE_IW10-0279","Sangmyung Art Hall 1,2","Seoul","Jongno-gu","Ihwa-dong","02-2075-2173","http://cart.smu.ac.kr/sub/sub06_01.htm","Y ","127.0027294000","37.5833598000"
"BE_IW10-0280","Blackbox Theater","Seoul","Jongno-gu","Ihwa-dong","02-744-8025","","Y ","127.0025706000","37.5818970000"
"BE_IW10-0281","Baewoo Sesang Theater","Seoul","Jongno-gu","Ihwa-dong","02-743-2274","http://club.cyworld.com/kimkapsoo","Y ","127.0024153000","37.5829685000"
"BE_IW10-0282","Very Busy Theater","Seoul","Jongno-gu","Ihwa-dong","02-984-7567","http://club.cyworld.com/club/main/club_main.asp?club_id=51400869","Y ","127.0043019000","37.5814530000"
"BE_IW10-0283","Miracle Theater 1,2","Seoul","Jongno-gu","Ihwa-dong","02-742-7261~2","http://www.artpama.co.kr/theater/theater.htm","Y ","127.0041525000","37.5807781000"
"BE_IW10-0284","Culture Space 1,2","Seoul","Jongno-gu","Ihwa-dong","02-762-0010","http://www.e-eda.com","Y ","127.0035361000","37.5822908000"
"BE_IW10-0285","Culture Space Ellim Hall","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","070-7787-2356","http://www.ds.or.kr/cm/sub06.htm","Y ","127.0047888000","37.5794029000"
"BE_IW10-0286","Mokkumto Gallery","Seoul","Jongno-gu","Ihwa-dong","02-764-0700","http://www.mokkumto.com","Y ","127.0035361000","37.5822908000"
"BE_IW10-0287","Theater Dareuge Nolja","Seoul","Jongno-gu","Ihwa-dong","02-3672-8276","http://www.songarak.co.kr/","Y ","127.0039212000","37.5800235000"
"BE_IW10-0288","Sewoo Art Center","Seoul","Jongno-gu","Ihwa-dong","02-2248-1234","http://www.sewooartcenter.com/main.html","Y ","127.0039755000","37.5819611000"
"BE_IW10-0289","Sungkyun Theater","Seoul","Jongno-gu","Sajik-dong","02-747-5035","http://cafe.naver.com/sktheater","Y ","126.9979936000","37.5841545000"
"BE_IW10-0290","Theatre Jungmiso","Seoul","Jongno-gu","Ihwa-dong","02-3672-3001","http://www.jungmiso.com","Y ","127.0047288000","37.5782411000"
"BE_IW10-0291","Sundol Theatre","Seoul","Jongno-gu","Hyehwa-dong","02-747-3226","http://club.cyworld.com/club/main/club_main.asp?club_id=52664509","Y ","126.9997673000","37.5868349000"
"BE_IW10-0292","Seoul Theater Center","Seoul","Jongno-gu","Hyehwa-dong","02-743-9333","http://www.e-stc.or.kr","Y ","127.0013254000","37.5834167000"
"BE_IW10-0293","Samtoh Bluebird Theater 1,2","Seoul","Jongno-gu","Ihwa-dong","02-763-8969","https://www.isamtoh.com/blue_bird/blue_main.asp","Y ","127.0023394000","37.5815498000"
"BE_IW10-0294","Samtoh Gallery","Seoul","Jongno-gu","Ihwa-dong","02-3675-3737","https://www.isamtoh.com/gallery/main.asp","Y ","127.0023394000","37.5815498000"
"BE_IW10-0295","Sangsang Blue Sangsang White Theater","Seoul","Jongno-gu","Ihwa-dong","02-747-7491~2","","Y ","127.0032958000","37.5833060000"
"BE_IW10-0296","Doore Hall 1","Seoul","Jongno-gu","Ihwa-dong","02-741-5978","http://www.cyworld.com/doore2","Y ","127.0037180000","37.5818876000"
"BE_IW10-0297","Dongsoong Art Center(Dongsoong Hall,Theater)","Seoul","Jongno-gu","Ihwa-dong","02-766-3444","http://www.dsartcenter.co.kr","Y ","127.0037106000","37.5836832000"
"BE_IW10-0298","Art Madang 1~4","Seoul","Jongno-gu","Ihwa-dong","02-747-2117~9","http://www.artmadang.co.kr","Y ","127.0039392000","37.5766353000"
"BE_IW10-0299","Daehangno Starcity 1~3","Seoul","Jongno-gu","Hyehwa-dong","02-747-9139","","Y ","127.0005725000","37.5821171000"
"BE_IW10-0300","Daehangno Live Theater","Seoul","Jongno-gu","Ihwa-dong","02-745-5538","http://www.livetheater.co.kr","Y ","127.0037068000","37.5812024000"
"BE_IW10-0301","Daehangno Theater","Seoul","Jongno-gu","Ihwa-dong","02-764-6052","http://www.dat.or.kr","Y ","127.0025796000","37.5765253000"
"BE_IW10-0302","Daehangno Practice Room","Seoul","Jongno-gu","Ihwa-dong","02-747-7805","http://www.sfac.or.kr/sub.asp?page=1114111114","Y ","127.0034767000","37.5831733000"
"BE_IW10-0303","Danmak Theater","Seoul","Jongno-gu","Ihwa-dong","02-765-1544","","Y ","127.0045940000","37.5833263000"
"BE_IW10-0304","Naon theater","Seoul","Jongno-gu","Hyehwa-dong","02-3675-3677","http://cafe.naver.com/naonculture","Y ","126.9994075000","37.5877182000"
"BE_IW10-0305","Kkamang Theater","Seoul","Jongno-gu","Ihwa-dong","02-3672-8868","","Y ","127.0040120000","37.5812365000"
"BE_IW10-0306","Mabangzen","Seoul","Jongno-gu","Hyehwa-dong","02-3676-7849","http://www.mabangzen.com","Y ","126.9983131000","37.5851262000"
"BE_IW10-0185","Mokkumto Gallery","Seoul","Jongno-gu","Ihwa-dong","02-764-0750","http://www.mokkumto.com","Y ","127.0035361000","37.5822908000"
"BE_IW10-0186","Gallery Sejul","Seoul","Jongno-gu","Pyeongchang-dong","02-391-9171","http://www.sejul.com","Y ","126.9751244000","37.6134542000"
"BE_IW10-0187","Do Art(Dongmundang Gallery)","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-737-2505","http://www.doart.co.kr","Y ","126.9840363000","37.5749107000"
"BE_IW10-0188","Gongpyeong Art Center","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-733-9512","","Y ","126.9835909000","37.5718940000"
"BE_IW10-0071","Bukchon Traditional Culture Center","Seoul","Jongno-gu","Gahoe-dong","02-3707-8388,8270","http://bukchon.seoul.go.kr","Y ","126.9864295000","37.5790692000"
"BE_IW10-0072","Dongin Institute of Culture","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-762-4034","http://www.donginuni.com","Y ","126.9891376000","37.5751138000"
"BE_IW10-0073","Jongno-gu Community Center","Seoul","Jongno-gu","Changsin1-dong","02-3672-2530~1","http://www.ijongno.co.kr","Y ","127.0141832000","37.5734450000"
"BE_IW10-0074","Playing Culture Center","Seoul","Jongno-gu","Ihwa-dong","02-766-0884,743-5001","http://www.playingcenter.com","Y ","127.0037106000","37.5836832000"
"BE_IW10-0075","Kokdu Museum","Seoul","Jongno-gu","Ihwa-dong","02-766-3315","http://www.kokdumuseum.com","Y ","127.0037106000","37.5836832000"
"BE_IW10-0076","Museum of Korean Buddhist Art","Seoul","Jongno-gu","Gahoe-dong","02-766-6000","http://www.buddhistmuseum.co.kr","Y ","126.9890523000","37.5808209000"
"BE_IW10-0077","Bukchon Museum Old Fragrance","Seoul","Jongno-gu","Samcheong-dong","02-736-3957","http://www.bomulgun.com","Y ","126.9829816000","37.5844644000"
"BE_IW10-0078","Presseum","Seoul","Jongno-gu","Sajik-dong","02-2020-1830, 1850","http://www.presseum.or.kr","Y ","126.9776683000","37.5695517000"
"BE_IW10-0079","Korean National Police Heritage Museum","Seoul","Jongno-gu","Sajik-dong","02-3150-3681","http://www.policemuseum.go.kr","Y ","126.9696697000","37.5690134000"
"BE_IW10-0080","Yoogeum Museum","Seoul","Jongno-gu","Buam-dong","02-394-3451","http://www.yoogeum.org","Y ","126.9626533000","37.5936708000"
"BE_IW10-0081","Han Sang Soo Embroidery Museum","Seoul","Jongno-gu","Gahoe-dong","02-744-1545","http://www.hansangsoo.com","Y ","126.9856526000","37.5827384000"
"BE_IW10-0082","Young-In Literary House","Seoul","Jongno-gu","Pyeongchang-dong","02-379-3182","http://www.young-in.kr/main/index.asp","Y ","126.9722711000","37.6143517000"
"BE_IW10-0083","Asian Art Museum","Seoul","Jongno-gu","Samcheong-dong","02-723-0190","http://www.dymuseum.com","Y ","126.9835366000","37.5838703000"
"BE_IW10-0084","Central Buddhist Museum","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-2011-1960~8","http://museum.buddhism.or.kr","Y ","126.9823368000","37.5739012000"
"BE_IW10-0085","Hwajeong Museum","Seoul","Jongno-gu","Pyeongchang-dong","02-2025-0114","http://www.hjmuseum.or.kr","Y ","126.9659835000","37.6046315000"
"BE_IW10-0086","Choonwondang Museum of Korean Medicine","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-3672-2005","http://www.cwdmuseum.com","Y ","126.9902811000","37.5716027000"
"BE_IW10-0087","Chesin Memorial Hall","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-734-8369","","Y ","126.9826182000","37.5744559000"
"BE_IW10-0088","Tax Museum","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-397-1633~6","http://www.nts.go.kr/museum/index.asp","Y ","126.9798861000","37.5741370000"
"BE_IW10-0089","Museum of Korea Straw and Plants Handicraft","Seoul","Jongno-gu","Hyehwa-dong","02-743-8787~8","http://www.zipul.co.kr","Y ","126.9998511000","37.5849195000"
"BE_IW10-0090","Museum of Humanities","Seoul","Jongno-gu","Gahoe-dong","02-747-6688","http://www.kmoh.org","Y ","126.9864633000","37.5843579000"
"BE_IW10-0091","Children's Museum","Seoul","Jongno-gu","Cheongunhyoja-dong","02-3704-4540","http://www.kidsnfm.go.kr","Y ","126.9769632000","37.5806903000"
"BE_IW10-0092","Shuim Museum","Seoul","Jongno-gu","Buam-dong","02-396-9277, 02-391-2765","http://www.shuim.org","Y ","126.9556804000","37.5995016000"
"BE_IW10-0093","Lock Museum","Seoul","Jongno-gu","Ihwa-dong","02-766-6494","http://www.lockmuseum.org","Y ","127.0046646000","37.5798116000"
"BE_IW10-0094","World Jewellery Museum","Seoul","Jongno-gu","Samcheong-dong","02-730-1610","http://www.wjmuseum.com","Y ","126.9818122000","37.5809821000"
"BE_IW10-0095","Seoul History Museum","Seoul","Jongno-gu","Sajik-dong","02-724-0114","http://www.museum.seoul.kr","Y ","126.9688348000","37.5707649000"
"BE_IW10-0096","Sungkyunkwan University Museum","Seoul","Jongno-gu","Hyehwa-dong","02-760-1216~7","http://wiz.skku.edu/museum","Y ","126.9957415000","37.5858106000"
"BE_IW10-0097","Seoul National University Hospital The Museum Of Medicine","Seoul","Jongno-gu","Ihwa-dong","02-2072-2635,6","http://www.medicalmuseum.org","Y ","127.0006005000","37.5805685000"
"BE_IW10-0098","Seoul Education Museum","Seoul","Jongno-gu","Samcheong-dong","02-736-2859","http://www.edumuseum.seoul.kr","Y ","126.9831241000","37.5807844000"
"BE_IW10-0099","Seoul National University Museum of Dentistry","Seoul","Jongno-gu","Ihwa-dong","02-740-8799","http://www.dentmuseum.or.kr","Y ","127.0006005000","37.5805685000"
"BE_IW10-0100","Myeongin Museum","Seoul","Jongno-gu","Gahoe-dong","02-766-0272","","Y ","126.9852012000","37.5801787000"
"BE_IW10-0101","The Owl Art & Craft Museum","Seoul","Jongno-gu","Samcheong-dong","02-3210-2902","http://www.owlmuseum.co.kr","Y ","126.9829470000","37.5870892000"
"BE_IW10-0102","Bona Museum","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-732-6621","http://www.bonamuseum.com","Y ","126.9845330000","37.5735668000"
"BE_IW10-0103","Samseong Museum of Publishing","Seoul","Jongno-gu","Pyeongchang-dong","02-394-6544","http://www.ssmop.org","Y ","126.9570008000","37.6087606000"
"BE_IW10-0104","Mokin Museum&Gallery","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-722-5066","http://www.mokinmuseum.com","Y ","126.9836659000","37.5739201000"
"BE_IW10-0105","Tteok Museum","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-741-5447","http://www.tkmuseum.or.kr","Y ","126.9906319000","37.5749057000"
"BE_IW10-0106","Robot Museum","Seoul","Jongno-gu","Ihwa-dong","02-741-8861~2","http://robotmuseum.co.kr","Y ","127.0035867000","37.5829770000"
"BE_IW10-0107","Dong-Lim Knot Museum","Seoul","Jongno-gu","Gahoe-dong","02-3673-2778","http://www.shimyoungmi.com","Y ","126.9856211000","37.5817921000"
"BE_IW10-0108","Seoul National Science Museum","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-3668-2200","http://www.ssm.go.kr","Y ","126.9969615000","37.5822790000"
"BE_IW10-0109","National Folk Museum of Korea","Seoul","Jongno-gu","Cheongunhyoja-dong","02-3704-3114","http://www.nfm.go.kr","Y ","126.9769632000","37.5806903000"
"BE_IW10-0110","National Palace Museum of Korea","Seoul","Jongno-gu","Cheongunhyoja-dong","02-3701-7500","http://www.gogung.go.kr","Y ","126.9767338000","37.5764273000"
"BE_IW10-0111","Hahn Moo-Sook House","Seoul","Jongno-gu","Hyehwa-dong","02-762-3093","http://www.hahnmoosook.com","Y ","126.9985908000","37.5877952000"
"BE_IW10-0112","The Korea Museum of Modern Costume","Seoul","Jongno-gu","Jongno5.6ga-dong","02-734-7340","http://www.kmmc.or.kr","Y ","127.0055357000","37.5754801000"
"BE_IW10-0113","Gahoe Museum","Seoul","Jongno-gu","Gahoe-dong","02-741-0466","http://www.gahoemuseum.org","Y ","126.9856623000","37.5821369000"
"BE_IW10-0114","Korean Modern Poetry Museum","Seoul","Jongno-gu","Hyehwa-dong","02-744-0130","http://www.poem.ac","Y ","126.9989147000","37.5865497000"
"BE_IW10-0115","The Catholic University Museum of the Liturgy","Seoul","Jongno-gu","Hyehwa-dong","02-740-9707","http://museum.catholic.ac.kr/index.jsp","Y ","127.0037658000","37.5859908000"
"BE_IW10-0116","Sangmyung Art Center","Seoul","Jongno-gu","Buam-dong","02-2287-7186~7","http://www.smarts.or.kr","Y ","126.9550229000","37.6028282000"
"BE_IW10-0117","Sangmyung University Museum","Seoul","Jongno-gu","Pyeongchang-dong","02-781-7920","http://museum.smu.ac.kr","Y ","126.9759660000","37.6105555000"
"BE_IW10-0118","The Korea Association of Youth Center","Seoul","Jongno-gu","Ihwa-dong","02-766-9363","http://www.youthnet.or.kr","Y ","127.0046697000","37.5761237000"
"BE_IW10-0119","The Catholic University Songsin Campus Theological Library","Seoul","Jongno-gu","Hyehwa-dong","02-740-9720?1","http://lib.catholic.ac.kr","Y ","127.0037658000","37.5859908000"
"BE_IW10-0120","Lovely Library in Jongno ","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-2148-3932","http://lib.jongno.go.kr","Y ","126.9796420000","37.5730330000"
"BE_IW10-0121","Jongno Public Library","Seoul","Jongno-gu","Sajik-dong","02-721-0711~6","http://jnlib.sen.go.kr","Y ","126.9672703000","37.5759436000"
"BE_IW10-0122","Education Information Digital Library","Seoul","Jongno-gu","Sajik-dong","02-2100-6117","http://library.mest.go.kr","Y ","126.9754237000","37.5748480000"
"BE_IW10-0123","Jeongdok Public Library","Seoul","Jongno-gu","Samcheong-dong","02-2011-5799","http://jdlib.sen.go.kr","Y ","126.9831241000","37.5807844000"
"BE_IW10-0124","Children's Public Library","Seoul","Jongno-gu","Sajik-dong","02-731-2300","http://www.childrenlib.go.kr","Y ","126.9672703000","37.5759436000"
"BE_IW10-0125","The Dongduk Art Gallery","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-732-6458","http://www.gallerydongduk.com","Y ","126.9831904000","37.5750317000"
"BE_IW10-0309","CGV Daehangno","Seoul","Jongno-gu","Hyehwa-dong","02-2017-1300","http://www.cgv.co.kr","Y ","126.9998487000","37.5834726000"
"BE_IW10-0310","Indie Space","Seoul","Jongno-gu","Sajik-dong","02-738-0366","http://www.indiespace.kr","Y ","126.9717998000","37.5705968000"
"BE_IW10-0311","Seoul Cinema","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-2277-3014","http://www.seoulcinema.com","Y ","126.9919525000","37.5697647000"
"BE_IW10-0312","Cinecube Gwanghwamun","Seoul","Jongno-gu","Sajik-dong","02-2002-7770","http://www.icinecube.com","Y ","126.9722191000","37.5697705000"
"BE_IW10-0313","Seoul Art Cinema","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-741-9782","http://www.cinematheque.seoul.kr","Y ","126.9878024000","37.5725833000"
"BE_IW10-0314","Lotte Cinema Piccadilly","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","1544-8855","http://www.lottecinema.co.kr/LHS/LHFS/Contents/CinemaInfo/Cinema.aspx?CinemaGroupCode=0001&CinemaCode=9039&ScreenType=100","Y ","126.9912336000","37.5710436000"
"BE_IW10-0315","CineCode Sonje","Seoul","Jongno-gu","Samcheong-dong","02-730-3200","http://www.cinecode.co.kr","Y ","126.9818500000","37.5794229000"
"BE_IW10-0317","Embassy of the Republic of Portugal","Seoul","Jongno-gu","Gahoe-dong","02-3675-2251","prt.mofat.go.kr/kor/eu/prt/main/index.jsp","Y ","126.9884190000","37.5789779000"
"BE_IW10-0318","Embassy of Papua New Guinea","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-2198-5771","png.mofat.go.kr/kor/as/png/main/index.jsp","Y ","126.9818252000","37.5725734000"
"BE_IW10-0319","Embassy of the Republic of Panama","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-734-8610","pan.mofat.go.kr/kor/am/pan/main/index.jsp","Y ","126.9812259000","37.5750998000"
"BE_IW10-0320","Embassy of the Democratic Republic of Congo","Seoul","Jongno-gu","Sajik-dong","02-722-7958","congo.mofat.go.kr/kor/af/congo/main/index.jsp","Y ","126.9732496000","37.5727874000"
"BE_IW10-0321","Embassy of the Czech Republic","Seoul","Jongno-gu","Sajik-dong","02-725-6765","www.mzv.cz/seoul/","Y ","126.9704081000","37.5715232000"
"BE_IW10-0322","Embassy of the People's Republic of China","Seoul","Jung-gu","Myeong-dong","02-738-1038","www.koreanembassy.cn/","Y ","126.9830613000","37.5627724000"
"BE_IW10-0323","Embassy of Japan","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-2170-5200","www.kr.emb-japan.go.jp/","Y ","126.9800727000","37.5751689000"
"BE_IW10-0324","Embassy of Israel","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-3210-8500","seoul.mfa.gov.il/","Y ","126.9789341000","37.5695130000"
"BE_IW10-0325","Embassy of the Republic of Honduras","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-738-8402","hnd.mofat.go.kr/kor/am/hnd/main/index.jsp","Y ","126.9838679000","37.5704510000"
"BE_IW10-0326","Embassy of the Republic of Venezuela","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-732-1546","www.venezuelaemb.or.kr/","Y ","126.9823968000","37.5711170000"
"BE_IW10-0327","United States Embassy","Seoul","Jongno-gu","Sajik-dong","02-397-4114","korean.seoul.usembassy.gov/","Y ","126.9782294000","37.5744404000"
"BE_IW10-0328","Embassy of New Zealand","Seoul","Jung-gu","Sogong-dong","02-3701-7700","www.nzembassy.com/korea","Y ","126.9710859000","37.5675045000"
"BE_IW10-0329","Netherlands Embassy","Seoul","Jung-gu","Sogong-dong","02-737-9514","southkorea.nlembassy.org/","Y ","126.9710859000","37.5675045000"
"BE_IW10-0330","Apostolic Nunciature","Seoul","Jongno-gu","Cheongunhyoja-dong","02-736-5725","www.vatican-korea.go.kr/","Y ","126.9727464000","37.5852536000"
"BE_IW10-0331","Mission to EU","Seoul","Jongno-gu","Sajik-dong","02-3704-1700","","Y ","126.9739223000","37.5697332000"
"BE_IW10-0332","Australian Embassy","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-2003-0100","www.southkorea.embassy.gov.au/seolkorean/home","Y ","126.9778487000","37.5705957000"
"BE_IW10-0333","Embassy of Finland","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-732-6737","www.finland.or.kr","Y ","126.9778487000","37.5705957000"
"BE_IW10-0334","Embassy of the Republic of Poland","Seoul","Jongno-gu","Samcheong-dong","02-723-9681","www.seul.polemb.net/","Y ","126.9798723000","37.5777304000"
"BE_IW10-0335","Embassy of Vietnam","Seoul","Jongno-gu","Samcheong-dong","02-739-2065","www.venezuelaemb.or.kr/","Y ","126.9845803000","37.5864665000"
"BE_IW10-0336","Embassy of Brunei Darussalam","Seoul","Jongno-gu","Cheongunhyoja-dong","02-790-1078","brn.mofat.go.kr/kor/as/brn/main/index.jsp","Y ","126.9690609000","37.5879002000"
"BE_IW10-0337","Embassy of Switzerland","Seoul","Yongsan-gu","Hannam-dong","02-739-9511","www.eda.admin.ch/seoul.html","Y ","127.0026290000","37.5343949000"
"BE_IW10-0338","Embassy of Ireland","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-774-6455","www.eda.admin.ch/seoul.html","Y ","126.9790119000","37.5739157000"
"BE_IW10-0342","Pyeongchang-dong streeet of art gallery","","","","","","Y ","",""
"BE_IW10-0339","Embassy of the Republic of Austria","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-732-9071","www.bmeia.gv.at/kr/botschaft/seoul.html","Y ","126.9778487000","37.5705957000"
"BE_IW10-0340","Embassy of the Republic of Ecuador","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-739-2401","ecu.mofat.go.kr/kor/am/ecu/main/index.jsp","Y ","126.9823968000","37.5711170000"
"BE_IW10-0343","Daehak-ro/ street of university","","","","","","Y ","",""
"BE_IW10-0344","Bukchon Hanok Village","Seoul","Jongno-gu","Gahoe-dong","","","Y ","126.9848026000","37.5801049000"
"BE_IW10-0345","Kyung-in Museum of Fine Art","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-733-4448","http://www.kyunginart.co.kr","Y ","126.9857423000","37.5745985000"
"BE_IW10-0346","Tongin art gallery","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9857995000","37.5734865000"
"BE_IW10-0347","gallery Sang","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9865325000","37.5723401000"
"BE_IW10-0348","attraction hiding in an alley","Seoul","Jongno-gu","Samcheong-dong","","http://club.cyworld.com/ClubV1/Home.cy/50766527","Y ","126.9823164000","37.5802949000"
"BE_IW10-0349","gallery, museum, book cafe","Seoul","Jongno-gu","Samcheong-dong","","","Y ","126.9817658000","37.5849785000"
"BE_IW10-0350","insa gallery","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9856950000","37.5739901000"
"BE_IW10-0351","shuim museum","Seoul","Jongno-gu","Buam-dong","02-396-9277","","Y ","126.9556779000","37.5995037000"
"BE_IW10-0352","Yun Dong-joo Literary House ","Seoul","Jongno-gu","Cheongunhyoja-dong","02-2148-4175","","Y ","126.9670686000","37.5920969000"
"BE_IW10-0353","chopstick gallery","Seoul","Jongno-gu","Buam-dong","02-3417-0119","","Y ","126.9648801000","37.5929146000"
